,id,text,label
22337,28246,"PUSAN, South Korea, Wednesday, Nov. 16 - Secretary of State Condoleezza Rice spent all day and night successfully brokering an accord on Tuesday on security controls at a Gaza border crossing, suddenly elevating the Bush administration's involvement in the Israeli-Palestinian conflict to a new level.",17
1154,1654,"One of the first things the Republicans did when they took control of Congress last year was to pass, with great fanfare, a law that included a provision allowing Capitol Hill workers to form and join unions, just like workers in the private sector.",4
12155,15886,"In a wholesale killing of royalty not seen since the deaths of the last czar of Russia and his family in 1918, the crown prince of Nepal shot the king and queen and several relatives in their palace in Katmandu last night, then killed himself, Nepalese officials said.",17
24001,30159,An examination of the case file shows that there is a body of evidence to support the prosecutor’s decision to take the matter to a jury.,10
674,1062,"After three months of highly politicized debate, the Administration decided today not to punish China for the sale of equipment used for the production of weapons-grade enriched uranium to Pakistan.",14
7506,9534,"Late last year Glen Richards, a 37-year-old former computer programmer, decided to make his extensive collection of 78-r.p.m. jazz records from the 1920's available on-line at no cost to other enthusiasts. He created a Web site from his home in Houston and began converting his records into computer files using a method of digital compression known as MP3, which allows music to be sent quickly and easily over the Internet.",13
17990,23420,"More tourists and business travelers are flying into the city. Some Wall Street firms are starting to hire again, at least modestly. City tax revenues are rising. Hotels are filling up. New restaurants are opening. Unemployment is dropping.",0
9167,11793,"Norma Castro felt almost as if she were part of a new country 10 years ago, when her home state of Baja California led Mexico into a new era by voting out the corrupt political machine that had dominated its politics for six decades.",10
15611,20095,"Working as a team. Killing at a distance. Striking at random. If convicted, the two held in the sniper shootings will add a highly peculiar chapter to the already saturated history of the serial killer.",10
20120,25935,"For all the risks associated with Merck's arthritis and pain drug Vioxx, the company has always pointed to one virtue: Vioxx was less likely to cause ulcers or stomach bleeding than cheaper over-the-counter medications like Advil or Aleve.",2
7193,9188,"The United States worked for four months to help Turkey arrest Abdullah Ocalan, the Kurdish rebel leader, American officials said today.",14
5836,7579,"After an acrimonious eight-month trial that revived the racially divisive Tawana Brawley case, Steven A. Pagones was awarded $345,000 in damages today by a Dutchess County jury that had found that the Rev. Al Sharpton and two other men had defamed the white former prosecutor by accusing him of abducting and raping the black teen-ager.",1
1853,2666,"Forgoing the idea of an international military operation on the ground in Zaire and Rwanda, the United States today endorsed a proposal by Canada to deliver food to thousands of Rwandan refugees still in eastern Zaire by dropping it from the air, probably using an airport in neighboring Uganda.",17
21403,27290,"PHILADELPHIA, Miss., June 16 - As soon as word got out about where they were staying, it was time to leave.",1
15164,19543,"President Bush said today that he was open to nonmilitary ways of replacing Saddam Hussein as the leader of Iraq, and he said he was a ''patient man'' who would take his time before determining how to proceed against Baghdad. Mr. Bush spoke after a meeting at his ranch with national security advisers at which, he said, the issue of Iraq had not come up.",14
25229,2291,"For 50 years, William Vickrey was the ultimate absent-minded professor, a brilliant eccentric using abstract economic theory to find solutions to everyday problems. When he won the Nobel Memorial Prize in Economic Science on Tuesday, he seemed finally to have a platform from which to make his ideas widely known.",20
